geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
TAF1C	BS_E3BAT4C1	1.5025699970788765e-6	0.007942417653141028	4.27	1.06	9293	4977.86	2372.46	32.03	TRUE	58	3	31
LAMC1	BS_0448A413	7.912598360748435e-7	0.007953227481173795	4.24	1.25	27286	19832.31	8309.44	23.02	TRUE	27	1	16.5
ZNF827	BS_0448A413	8.251114692867317e-7	0.007953227481173795	-5.63	-1.78	250	847.94	2914.24	25.04	TRUE	27	6	16.5
PLXNA3	BS_NJ4WPQVK	9.818107036862566e-7	0.00795470654548268	-5.73	-1.78	1158	1376.89	4721.08	23.84	TRUE	55	3	19.5
KDM5B	BS_NJ4WPQVK	9.273784562373764e-7	0.00795470654548268	-5.5	-1.07	832	2423.25	5095.05	58.58	TRUE	55	5	19.5
VPS4B	BS_NJ4WPQVK	1.0194448956618864e-6	0.00795470654548268	4.48	0.67	2294	2627.53	1651.75	98.8	TRUE	55	1	19.5
PIGC	BS_NJ4WPQVK	9.456541697930754e-7	0.00795470654548268	4.22	0.66	2926	1160.68	733.39	100.76	TRUE	55	2	19.5
SASH1	BS_N0877CX1	4.129140066369749e-6	0.00796013422958627	-5.52	-2.1	385	1518.05	6539.43	16.23	TRUE	153	4	85
ASB3	BS_MQCKXD60	1.4573872181627762e-6	0.00796037273330669	4.94	0.99	187	2067.65	1035.14	55.5	TRUE	60	1	30
HECA	BS_VA5T4KAA	6.06503324937129e-7	0.007962023107519825	-5.55	-1.2	1111	1278.36	2935.81	48.92	TRUE	34	3	12.5
DZANK1	BS_VA5T4KAA	6.316653932876297e-7	0.007962023107519825	4.08	0.85	865	453.07	250.47	62.5	TRUE	34	1	12.5
THTPA	BS_2853394H	4.3733017922985316e-7	0.00796244857648308	-7.67	-1.28	46	441.42	1087.83	89.77	TRUE	16	2	9
SPATA13	BS_V9HVBBDW	5.34854044464212e-7	0.007967504197282241	3.87	1.77	11863	18750.95	5494.16	10.28	TRUE	23	3	11
EP400	BS_AM70R8RG	8.754927269359723e-7	0.007970026021973607	4.5	0.62	117386	14200.45	9244.78	111.94	TRUE	41	4	18
GYG2	BS_KBEX4RT2	2.77254259428516e-6	0.007970454246521076	-6.36	-5.34	6	20.05	935.88	4.7	TRUE	98	5	57
MLLT10	BS_SDCNP7MW	4.3781065171731425e-7	0.007971196514895565	-5.58	-0.93	652	940.39	1788.93	83.55	TRUE	13	2	9
AP5M1	BS_YEB88D32	1.7519763100129964e-6	0.007974536138954165	4.3	0.92	30045	4442.99	2343.56	43.71	TRUE	60	5	36
FAIM	BS_QWNBZ9RJ	1.5592700642292512e-6	0.007984561396369548	-6.83	-2.51	15	55.91	337.24	17.89	TRUE	44	5	32
ZFAND2A	BS_4C6B11E4	1.4627297203115248e-7	0.007989553933678504	4.62	1.17	593	1123.16	497.65	33.43	TRUE	4	1	3
SIAH2	BS_7BW0YRPY	2.392732665541541e-6	0.008001617747561028	4.17	0.94	5682	2114.34	1102.51	41.45	TRUE	68	3	49
NCOR1	BS_S6S7SK3P	2.246257668653022e-6	0.008001684859167498	4.45	0.68	36536	16141.06	10041.59	83.65	TRUE	89	6	45.5
APPL1	BS_S6S7SK3P	2.2078377558319533e-6	0.008001684859167498	-5.01	-0.67	2313	1952.57	3105.98	127.61	TRUE	89	2	45.5
PEX6	BS_WSQMAA33	1.955090048661037e-7	0.008009150890320713	-6.15	-1.78	320	580.33	1999.53	27.52	TRUE	15	1	4
RCOR1	BS_1TWCV047	2.200753779656057e-6	0.00801380267461585	-5.29	-1.06	1216	867.6	1810.93	54.78	TRUE	64	4	45
GALNT1	BS_RX1YTZ7F	2.6424222074654146e-6	0.008018408037207487	4.19	0.97	9418	5154.7	2640.46	38.23	TRUE	102	3	54
LIPA	BS_7C40TRCY	9.793110304272782e-7	0.008023620003200563	4.24	1.23	3772	6630.12	2811.98	23.75	TRUE	22	3	19.5
MICU3	BS_7C40TRCY	9.71097553040479e-7	0.008023620003200563	-5.55	-1.97	76	86.57	341.75	22.47	TRUE	22	6	19.5
ADCY3	BS_R634WKN7	3.9172852428740126e-7	0.008023704230935928	-6.13	-2.02	2034	653.17	2654.55	20.55	TRUE	11	1	8
TRAF3IP2	BS_74FS6GMW	2.3020391540837738e-6	0.008025914889737445	3.73	1.61	5754	2857.87	940.61	11.59	TRUE	73	4	47
MRPL15	BS_84XCR9GG	1.9606754818684248e-6	0.008032031973151867	-5	-0.78	1136	558.64	957.05	99.67	TRUE	56	4	40
CD320	BS_MKM0EEN1	3.627388167616218e-6	0.008032338719765213	4.13	0.95	1665	2397.4	1234.4	39.43	TRUE	115	1	74
SMOX	BS_D0RDN4K5	2.990369624176443e-6	0.008032944000733658	-5.92	-2.47	62	313.35	1754.18	13.74	TRUE	100	2	61
EXTL3	BS_4B0BAVTX	6.23042726167449e-6	0.008038847889665813	4.08	0.92	36098	11950.82	6306.8	38.94	TRUE	189	3	127
PKP4	BS_CQEETJ66	7.364232725083171e-7	0.008044812889244012	4.12	1.51	19066	12997.67	4561.24	14.84	TRUE	35	1	15
AKT2	BS_J70GK8SM	1.1786323229615384e-6	0.008047237283071391	4.51	0.83	3160	11084.98	6221.78	58.49	TRUE	32	3	24
CYBB	BS_W4DB5RP1	4.4204762023446376e-7	0.008048338787577025	-5.87	-1.57	213	850.68	2543.13	33.02	TRUE	16	2	9
ZNF692	BS_A3QZB9Y2	3.146658779271027e-6	0.008056555048702846	-5.16	-0.99	369	359.27	711.34	65.72	TRUE	105	1	64
TOMM20	BS_Y08D5P8N	2.4592993829314313e-6	0.008059741230174056	-5.3	-0.83	656	4004.45	7139.37	89.36	TRUE	69	5	50
ADGRL1	BS_3TQSE8HF	6.896716644676491e-7	0.008072239696702009	-5.73	-1.72	1416	2766.11	9141.28	25.73	TRUE	25	4	14
HEATR1	BS_DRD9QXR5	4.931980126062478e-8	0.008081668267863159	-5.71	-0.88	1218	1404.64	2575.69	105.05	TRUE	1	9	1
CCNA2	BS_7B89YR6K	3.9461849051746757e-7	0.00808289888445172	3.98	1.33	230	619.15	244.34	25.57	TRUE	9	3	8
PFKFB2	BS_6T4JGBGY	4.440254931044081e-7	0.008084349819437406	-6.79	-3.32	1566	206.72	2079.34	9.53	TRUE	19	2	9
CDC37L1	BS_0448A413	8.894740186257536e-7	0.008097304359257282	-5.28	-1.07	1186	365.7	769.68	57.95	TRUE	27	4	18
GOLM1	BS_GR46VD0Q	1.927973829755896e-6	0.008100582125880917	4.07	1.33	63835	24024.31	9594.23	18.68	TRUE	83	1	39
EMB	BS_VA5T4KAA	6.921363189956407e-7	0.008101087165931975	-6.84	-4.94	69	12.32	384.73	5.4	TRUE	34	7	14
BRAT1	BS_F9Y4Z92G	1.8293223275829408e-6	0.008101551796388886	4.33	0.64	3787	3901.19	2509.52	102.05	TRUE	55	4	37
LRIG1	BS_QBR4WCQ2	2.114778052304506e-6	0.008112845622275513	3.84	1.63	5492	27827.13	9007.63	11.32	TRUE	79	2	42.5
C9orf72	BS_QBR4WCQ2	2.163684017691619e-6	0.008112845622275513	4.13	1.23	979	1702.4	723.64	22.99	TRUE	79	3	42.5
CEACAM19	BS_QBR4WCQ2	2.154358065450775e-6	0.008112845622275513	3.45	1.74	1431	364.17	108.38	9.63	TRUE	79	2	42.5
WDR25	BS_QBR4WCQ2	2.17844292804663e-6	0.008112845622275513	4.44	0.8	341	738.07	422.89	79.64	TRUE	79	1	42.5
TRANK1	BS_J71N7D09	2.4756160434368147e-7	0.008113215021257286	4.23	1.42	25463	6474.36	2413.54	18.63	TRUE	5	2	5
COL28A1	BS_40MP5BWR	5.943394459088515e-7	0.008115831298262769	-8.93	-8.66	29	0.32	134.1	2.73	TRUE	22	1	12
RRN3	BS_4JWBB28H	1.6841085762339343e-6	0.008116538860720685	-5.11	-0.8	1876	1018.43	1779	92.79	TRUE	47	4	34
ZFP91	BS_XM1AHBDJ	2.14971318546226e-6	0.008119277778094658	-5.21	-0.68	713	3173.02	5065.61	137.62	TRUE	90	5	44
CCNB2	BS_XM1AHBDJ	2.2020168613572077e-6	0.008119277778094658	-7.76	-2.76	3	20.85	181.68	44.83	TRUE	90	2	44
HARBI1	BS_XM1AHBDJ	2.2297193958641864e-6	0.008119277778094658	4.63	0.94	134	389.63	201.3	77.94	TRUE	90	1	44
RFC2	BS_7327SDAQ	2.577194429928408e-6	0.008121262388961405	-4.77	-0.71	1000	551.92	901.13	118.35	TRUE	71	3	52
FN1	BS_67PX06P3	1.717316763299947e-6	0.008126839009984718	3.59	2.13	3321539	192818.21	43811.87	5.7	TRUE	79	2	34.5
MIEF2	BS_67PX06P3	1.735841227920517e-6	0.008126839009984718	4.2	0.84	1334	1326.69	739.33	57.01	TRUE	79	6	34.5
ZMAT2	BS_7G42J2SK	3.273821445322167e-6	0.008128132143940538	-4.83	-0.66	1864	1239.06	1958.99	127.34	TRUE	131	1	66
STIP1	BS_3J85TTZM	8.441369732631811e-7	0.008136613807386764	4.21	0.71	4724	7434.74	4546.9	86.02	TRUE	26	3	17
SLIT1	BS_S69QZAJR	9.441164754820799e-7	0.008142385823100574	2.82	3.36	143778	14358.29	1404.86	1.59	TRUE	26	1	18.5
TMTC4	BS_S69QZAJR	9.305939559942064e-7	0.008142385823100574	-6.33	-2.88	460	169.17	1243.36	11.2	TRUE	26	1	18.5
AASDHPPT	BS_AZN38B7V	9.444987717437903e-7	0.008145682877799237	-5.13	-0.86	968	1063.41	1936.31	87.5	TRUE	51	6	19
HOOK3	BS_3F5PR9GS	2.6346602005326685e-6	0.00814570059963947	-5.02	-0.74	4051	3525.65	5881.28	102.87	TRUE	100	6	53
RAB5C	BS_PS0P3QJ3	4.4748473795973244e-7	0.00814733211652582	-5.43	-0.67	1638	3500.94	5558.75	149.73	TRUE	11	3	9
GOLPH3	BS_4E1G7E3G	1.343487447194885e-6	0.0081536027921956	4.49	0.65	4560	5916.81	3773.76	100.73	TRUE	43	4	27
PTTG1IP	BS_WJGFDRWK	3.0353191059514257e-6	0.008153690502116367	-5.21	-1.1	8735	5863.26	12502.52	49.31	TRUE	113	1	61
KCTD20	BS_D0RDN4K5	3.1850704026087154e-6	0.008154902336934021	4.42	0.7	1304	8867.94	5471.62	84.31	TRUE	100	2	63
RAB6B	BS_D0RDN4K5	3.161426235911654e-6	0.008154902336934021	-5.99	-2.67	37	509.13	3294.1	12.48	TRUE	100	3	63
ZFHX2	BS_D0RDN4K5	3.0940731262136055e-6	0.008154902336934021	-5.58	-1.85	210	335.55	1207.7	21.12	TRUE	100	1	63
ZNF417	BS_CZPQ493E	3.484626024145158e-7	0.008157138525323564	4.49	0.7	6175	1912.96	1179.26	94.04	TRUE	12	4	7
GLB1L	BS_AVYNZHSB	1.4562165174921246e-7	0.008158606388396793	4.34	1.26	2129	858.68	357.32	26.3	TRUE	7	3	2.5
E2F8	BS_AVYNZHSB	1.493679889978157e-7	0.008158606388396793	3.52	2.17	179	276.57	59.76	7.25	TRUE	7	1	2.5
UIMC1	BS_7G42J2SK	3.3380081934440825e-6	0.008163798888828285	-5.13	-0.83	438	534.3	950.65	91.31	TRUE	131	4	67
SNUPN	BS_XM1AHBDJ	2.2923404862955274e-6	0.008165842421918939	4.36	0.73	768	1315.31	793.17	83.82	TRUE	90	2	46
MED13L	BS_BMMY0H73	3.68795515943817e-6	0.008166455767919691	4.2	0.86	18033	19239.21	10591.71	48.14	TRUE	121	3	73.5
HCFC2	BS_BMMY0H73	3.658004710998872e-6	0.008166455767919691	-4.91	-0.9	942	661.18	1237.65	71.34	TRUE	121	2	73.5
PLSCR1	BS_TZ5D0A7R	1.1961360594420922e-6	0.008166745901709509	-5.72	-1.96	381	220.2	856.52	20.26	TRUE	57	4	24
SUZ12	BS_X2QTK3QD	1.9979704718182435e-6	0.008184813274537784	-5.1	-0.77	886	932.56	1591.37	103.57	TRUE	75	4	40
PRCC	BS_8NY9J9NQ	2.9978132768688395e-7	0.008187155332271528	4.77	0.49	6298	4585.9	3270.13	213.34	TRUE	10	3	6
DKK3	BS_8WPNFT03	2.9979359112889916e-7	0.008187490252079448	-6.83	-3.49	83	991.22	11307.94	9.36	TRUE	14	4	6
CYFIP1	BS_R244Z0WX	9.994256416331447e-8	0.008188421574727411	4.66	1.08	23699	16691.11	7909.68	38.38	TRUE	3	1	2
PHAX	BS_R4Y180DM	6.496928712850734e-7	0.008189256066474398	4.57	0.57	3478	3239.95	2173.17	141.31	TRUE	28	4	13
ABHD8	BS_S6Q7NKA3	1.2999202638864458e-6	0.008192624836646912	-5.42	-1.22	285	601.33	1403.84	47.6	TRUE	40	4	26
CD2BP2	BS_49FQXT2E	2.900488956951778e-6	0.008194508775147118	-4.97	-0.6	2430	2342.26	3542.92	155.51	TRUE	93	1	58
ADRA2B	BS_8MA5B8Y9	1.2002247992454367e-6	0.008194662206688807	3.28	3.13	209	256.18	28.35	1.96	TRUE	51	1	24
RPL21	BS_EXYHZ6D4	3.050728990521151e-6	0.008195085632272047	-5.13	-0.75	1090	6320.37	10619.47	103.39	TRUE	109	3	61
HIST1H2BL	BS_3MS8WVNR	1.050441029125397e-6	0.00819656870673933	-5.5	-4.3	38	15.99	328.02	6.41	TRUE	39	8	21
RABGAP1	BS_1EN5V3XW	4.396517535342516e-6	0.008197837465900694	4.26	0.56	13927	7038.51	4768.45	121.28	TRUE	120	6	87.5
HDHD3	BS_1EN5V3XW	4.402529490720931e-6	0.008197837465900694	-5.06	-2.54	24	70.81	426.92	13.94	TRUE	120	4	87.5
SNRNP35	BS_BMMY0H73	3.7537405342388015e-6	0.00820129981223019	-4.93	-0.79	637	460.27	793.62	96.45	TRUE	121	2	75
TADA3	BS_W36RZSFA	2.5529492785715753e-6	0.008202603371853195	4.35	0.54	9873	5629.81	3857.32	137.46	TRUE	88	3	51
PRNP	BS_S71RJ8DH	2.6589270578899964e-6	0.008220727563073689	3.88	1.39	21023	24695.78	9431.14	16.34	TRUE	92	3	52.5
RAB36	BS_S71RJ8DH	2.6402116454950572e-6	0.008220727563073689	-5.02	-2.18	109	178.21	810.06	16.63	TRUE	92	6	52.5
WAPL	BS_G5NHSFD4	2.5098146054460485e-7	0.008225292290967303	-5.47	-0.55	3097	2497.89	3659.39	220.19	TRUE	10	4	5
RASSF8	BS_GAGRGSSX	3.5054577424200173e-6	0.008226277703449955	3.78	1.56	3368	8062.86	2732.69	12.07	TRUE	132	2	70
TMEM56	BS_GAGRGSSX	3.5643637090891855e-6	0.008226277703449955	-6.84	-4.42	3	12.89	366.02	6.85	TRUE	132	1	70
GPR89A	BS_GAGRGSSX	3.5273566803740666e-6	0.008226277703449955	4.19	0.86	970	1174.74	644.43	51.46	TRUE	132	2	70
FRG1	BS_4B0BAVTX	6.4260464313740035e-6	0.008226471386242724	-4.74	-0.76	373	332.29	564.3	105.14	TRUE	189	2	128
CERS4	BS_37GTVG4N	1.3057215213559614e-6	0.00822918671459352	-5.46	-2.26	187	375.56	1809.35	16.19	TRUE	41	6	26
APEX1	BS_EXYHZ6D4	3.1495138891072204e-6	0.008229292184541931	4.66	0.64	724	6843.39	4370.35	110.48	TRUE	109	2	62.5
MAP4K1	BS_EXYHZ6D4	3.1639042362432518e-6	0.008229292184541931	4.49	1.52	55	346.01	116.54	23.46	TRUE	109	2	62.5
STX8	BS_H4B5Y6S0	5.024082807633017e-7	0.00823259006803432	-6.82	-1.45	52	233.99	647.23	53.06	TRUE	12	4	10
RASGEF1C	BS_6JHXXVR7	2.565091339441728e-6	0.00824161570565502	-6.6	-5.29	19	5.79	236.96	4.55	TRUE	69	2	51
MPP7	BS_52DAPP1Y	2.0135692845596477e-7	0.008248714804311988	3.36	2.98	441	887.75	110.17	2.65	TRUE	4	1	3.5
DNAH2	BS_52DAPP1Y	1.911604274678339e-7	0.008248714804311988	3.23	3.62	1818	3191.25	263.34	1.42	TRUE	4	2	3.5
UNC45A	BS_GWSJ4Z9H	1.2084540878291904e-6	0.008250848547937227	4.41	0.74	7547	3880.09	2329.68	75.53	TRUE	31	1	24
INTS6L	BS_GR46VD0Q	2.015717675188182e-6	0.00825751582333772	4	1.21	2249	1320.66	570.59	23.57	TRUE	83	3	40
PSMB9	BS_TW8DQH8J	1.3609519922776387e-6	0.008259594823493316	-6.23	-2.56	30	79.36	479.12	14.96	TRUE	49	3	27
HK1	BS_MN5XVP5A	1.694932785178672e-6	0.008272206138247563	-5.53	-1.51	2346	2316.23	6567.53	29.9	TRUE	55	3	33.5
ATP11B	BS_MN5XVP5A	1.716408131699714e-6	0.008272206138247563	-5.28	-1.72	318	605.89	1997.29	24.69	TRUE	55	12	33.5
NDUFV2	BS_4B0BAVTX	6.534173336149461e-6	0.008274039991309615	-4.81	-0.72	1289	1021.1	1684.68	102.25	TRUE	189	3	129.5
ZDHHC13	BS_4B0BAVTX	6.564191857534307e-6	0.008274039991309615	3.27	1.47	863	1084.5	391.99	13.45	TRUE	189	8	129.5
TRPS1	BS_2Z1MKS84	6.565193250117758e-7	0.008275302227768008	-5.92	-2.59	508	724.79	4381.26	13.48	TRUE	21	7	13
PGAM5	BS_TQ5QHR17	8.592499256536305e-7	0.008282287153046712	4.65	0.67	1023	2685.92	1691.14	108.73	TRUE	20	4	17
ZNF726	BS_53M8PP88	6.572033303319815e-7	0.008283923985779476	-7.21	-5.01	1	2.38	150.7	7.61	TRUE	18	6	13
PRX	BS_MD3DT41J	1.0115305451219627e-6	0.008287598590764203	3.75	2.09	12566	2225.99	524.52	6.31	TRUE	29	2	20
EFEMP2	BS_H4NXBD2D	7.082714416699797e-7	0.008289940187555666	-6.15	-2.53	54	453.22	2654.23	15.08	TRUE	15	2	14
MPHOSPH8	BS_H97S5SQN	3.8477014877142e-6	0.008295975882925301	-4.94	-0.77	2227	1520.84	2588.51	93.66	TRUE	112	4	76
DNAJB14	BS_KXCY5BN5	6.590055780423822e-7	0.008306640978143107	4.47	0.63	6683	2566.45	1652.62	111.18	TRUE	15	3	13
GLS2	BS_QWNBZ9RJ	1.6729356660161236e-6	0.008307015143492105	-6.12	-3.76	18	4.14	58.95	7.85	TRUE	44	1	33
RNASE1	BS_0RQ4P069	6.591299866016799e-7	0.008308209124561174	-9.03	-7.19	0	0	1710.55	4.17	TRUE	18	1	13
ATF2	BS_JFEZA9KE	5.782278539898608e-6	0.008311393779467829	4.17	0.48	4703	3581.47	2569.24	173.79	TRUE	188	5	113.5
ANO7	BS_JFEZA9KE	5.782231730967554e-6	0.008311393779467829	3.33	1.82	1049	288.15	80.94	7.78	TRUE	188	1	113.5
BBS12	BS_2HN96129	5.580164500119504e-7	0.008312545176837006	-5.55	-1.41	325	131.14	348.13	38.73	TRUE	24	2	11
FANCF	BS_4B0BAVTX	6.646456932604273e-6	0.008313781401730183	-4.98	-1.28	391	303.42	734.4	36.97	TRUE	189	4	131
FLRT3	BS_983Z6CA6	2.283877090535282e-6	0.008316487062667185	3.15	2.59	656	4254.86	701.88	3.27	TRUE	77	2	45
BRAT1	BS_T1YHK6B7	3.1475923482152606e-6	0.0083189112919723	-4.93	-0.75	1725	1496.44	2509.52	102.05	TRUE	92	4	62
FAM228A	BS_0SCXXM6N	5.082810872583253e-8	0.008328823371253293	3.94	1.88	99	138.73	36.71	13.49	TRUE	1	2	1
OPA1	BS_MD0937XT	7.626728024544471e-7	0.008331567212105038	4.64	0.65	1719	5545.33	3534.14	110.96	TRUE	30	5	15
TRAPPC6B	BS_KBEX4RT2	2.99265521785915e-6	0.008331802101392677	4.2	0.59	3858	1746.87	1165.01	117.81	TRUE	98	3	58.5
WDR55	BS_KBEX4RT2	2.9999309300577613e-6	0.008331802101392677	-5.11	-0.75	599	892.56	1501.32	109.51	TRUE	98	2	58.5
DNAJC25	BS_3X9WMZGJ	5.595114588347756e-7	0.008334815718107317	4.21	1.02	2221	560.43	275.65	39.09	TRUE	14	2	11
GIT2	BS_70FFPA51	1.4242331446827789e-6	0.008334945395169522	-5.2	-0.78	4623	2134.31	3649.85	98.67	TRUE	58	3	28
C1orf27	BS_ZV68CES9	1.9837642116956676e-6	0.008334991205383103	4.23	0.69	3746	1639.56	1012.24	83.87	TRUE	92	2	39
BICD2	BS_QBR4WCQ2	2.3912189237615955e-6	0.008336834554179669	4.33	0.77	3889	6678.79	3895.05	64.54	TRUE	79	3	46
RCC2	BS_QBR4WCQ2	2.390234288228738e-6	0.008336834554179669	-5.18	-0.79	1200	3457.92	5994.17	94.27	TRUE	79	1	46
DPY19L1	BS_QBR4WCQ2	2.344975610928454e-6	0.008336834554179669	3.92	1.52	3778	8228.47	2883.17	13.33	TRUE	79	2	46
PTPRA	BS_3F5PR9GS	2.833259691711045e-6	0.008337535255464467	-5.14	-0.88	2162	3615.39	6678.52	73.89	TRUE	100	3	56
ATRN	BS_3F5PR9GS	2.9511139227789344e-6	0.008337535255464467	-5.05	-0.82	2430	3843.83	6782.9	84.57	TRUE	100	5	56
TSPAN17	BS_3F5PR9GS	2.913246864655532e-6	0.008337535255464467	-5.19	-1.12	871	668.47	1447.73	49.27	TRUE	100	2	56
FGD2	BS_3F5PR9GS	2.9342909635905975e-6	0.008337535255464467	4.09	1.19	347	1403.89	611.68	26.26	TRUE	100	1	56
LSM1	BS_3F5PR9GS	2.8840696286223587e-6	0.008337535255464467	-5.29	-0.78	243	449.57	774.34	121.94	TRUE	100	4	56
HIST1H4D	BS_77317DY4	7.1252465848526945e-07	0.00833972182624538	-5.97	-4.12	46	42.15	739.6	7	TRUE	24	7	14
COPRS	BS_X2QTK3QD	2.086978457266656e-6	0.008340917224606718	-5.41	-1.23	650	578.28	1355.72	43.09	TRUE	75	3	41
GPS2	BS_DHA5FMVW	4.54505300617909e-6	0.008346660865898865	-4.91	-0.62	993	1073.45	1643.43	149.65	TRUE	178	4	89.5
AGFG2	BS_DHA5FMVW	4.584326865526362e-6	0.008346660865898865	3.96	1.18	2996	3184.87	1404.93	23.03	TRUE	178	3	89.5
ZNF764	BS_D6J2BGDJ	1.0187881707846026e-6	0.00834706124219282	-5.75	-0.82	192	489.98	866.04	132.95	TRUE	29	1	20
PHAX	BS_HZ707C55	2.7001361080387525e-6	0.008348135486281178	-5	-0.64	1281	1394.14	2173.17	141.31	TRUE	82	4	53
JMJD6	BS_S5P8VTN5	1.5793717139170574e-6	0.008348382974419226	4.31	0.82	4330	2507.88	1421.6	58.64	TRUE	62	1	31
FAM221A	BS_23QW0BBA	2.9055240451007332e-6	0.008352746865414025	-5.25	-2.12	60	75.88	335.6	18.1	TRUE	104	4	57
INTS5	BS_4B0BAVTX	6.7288468828116205e-6	0.008353075687433077	3.91	0.47	3144	1997.75	1437.13	177.11	TRUE	189	1	132
ZNF678	BS_E7NVYA6G	1.3254306717985317e-6	0.00835340177601756	4.22	0.79	4444	1576.74	911.92	64.54	TRUE	57	1	26
CHAMP1	BS_WBVSK3MP	2.294593900457827e-6	0.008355511146512704	-5.6	-0.97	211	884.11	1731.31	77.48	TRUE	85	5	45
MOCOS	BS_HB03GSHF	3.824479983665687e-6	0.008355853763951211	3.19	2.75	712	549.38	81.44	2.61	TRUE	126	2	75
PLSCR3	BS_WQ1YRTAT	3.0612108565985085e-7	0.008360296814078228	4.48	0.83	1614	1948.98	1090.96	66.74	TRUE	9	2	6
DGKA	BS_VPNXJE2S	2.9600887468082315e-6	0.008362891074898708	3.94	1.25	8265	1848.03	774.63	20.79	TRUE	101	2	58
HIST1H2BN	BS_6VPKXXMR	2.7052158362216895e-6	0.00836384071646509	-5.38	-2.56	149	163.83	979.62	12.52	TRUE	90	5	53
ABCB1	BS_A3QZB9Y2	3.3190255325187393e-6	0.00836713812888252	-6.13	-4.38	119	32.24	678.08	5.59	TRUE	105	3	65
ACVR2A	BS_WBVSK3MP	2.3489283648367615e-6	0.008367421420292408	4.03	1.25	5287	2631.67	1110.61	21.31	TRUE	85	5	46
SLC8B1	BS_W60RQAKK	2.4525889653197796e-6	0.008372655737193315	4.03	1.06	1579	2457.2	1178.36	32.08	TRUE	90	3	48
ZNF83	BS_WRQHPSXQ	7.15573780174372e-7	0.008375410172464225	-5.47	-1.87	287	455.21	1662.91	23.08	TRUE	18	5	13.5
ZNF611	BS_WRQHPSXQ	6.7297725578283e-7	0.008375410172464225	-5.34	-1.28	306	424.82	1031.09	45.91	TRUE	18	4	13.5
RNF122	BS_JGPR9SR2	1.4823502602457609e-6	0.008375920333233285	3.93	1.74	665	1604.22	478.13	10.17	TRUE	44	3	29
EMC3	BS_N8J1DP02	1.4315064865618471e-6	0.008377510692592042	4.39	0.55	5506	2270.13	1545.39	140.53	TRUE	44	3	27.5
TMCO6	BS_N8J1DP02	1.38968736402389e-6	0.008377510692592042	4.06	0.92	1287	626.2	329.44	46.7	TRUE	44	3	27.5
PRKAA2	BS_31TF0P1N	5.1127708429575286e-8	0.008377916541884783	-8.97	-4.94	1	11.42	692.24	10.23	TRUE	6	4	1
RRAS2	BS_G5NHSFD4	3.0692568434339184e-7	0.008382270745720734	-6.91	-2.92	38	89.78	696.41	12.93	TRUE	10	3	6
TMEM243	BS_84XCR9GG	2.0979706046037813e-6	0.008384848962732911	3.91	1.25	6331	741.85	311.48	21.54	TRUE	56	4	41
TMEM189	BS_4CP4T22V	3.1726905253661143e-6	0.008385244376504846	-5.17	-1.08	438	1033.66	2183.79	54.3	TRUE	86	4	62
MAP4K4	BS_HB03GSHF	3.889218357425323e-6	0.008385489830656895	4.16	0.89	48773	32712.35	17644.53	44.19	TRUE	126	1	76
RNF180	BS_B4R7X1KE	2.6614613581081103e-6	0.00838680457177535	-5.66	-2.7	199	170.26	1109.97	11.48	TRUE	80	3	52
RCOR3	BS_6YMJ621P	1.0236515456664992e-6	0.008386907492028712	4.4	0.64	6960	3237.32	2075.7	104.15	TRUE	33	4	20
KBTBD7	BS_SD8YBRBR	1.3822967197988782e-6	0.008389135616955293	4.39	0.78	916	1805.56	1047.77	71.58	TRUE	38	2	27
SPEF2	BS_SD8YBRBR	1.4337685828142006e-6	0.008390749008813213	-6.91	-3.61	4	26.45	397.1	11.3	TRUE	38	6	28
MCL1	BS_W60RQAKK	2.5344355476787776e-6	0.008390821860809264	4.28	0.81	30511	25973.32	14803.99	56.73	TRUE	90	1	49.5
JAGN1	BS_W60RQAKK	2.5603232703452623e-6	0.008390821860809264	-5.01	-0.75	575	521.5	876.84	112.44	TRUE	90	1	49.5
RUNX1T1	BS_FBJ5Q54N	2.7664364369011638e-6	0.008394728176822693	-6.56	-5.13	38	31	1115.94	4.65	TRUE	89	2	54
FAM219A	BS_5P1TN10Z	1.6521161651914935e-6	0.008395847207866366	-5.54	-1.37	520	1256.43	3249.47	36.49	TRUE	82	1	32.5
SEPT6	BS_5P1TN10Z	1.7420625380042844e-6	0.008395847207866366	-5.99	-2.31	109	320.89	1605.6	15.56	TRUE	82	2	32.5
MEST	BS_5P1TN10Z	1.7386571229167817e-6	0.008395847207866366	-6.95	-6.05	138	59.61	3984.67	3.86	TRUE	82	4	32.5
FAM169A	BS_5P1TN10Z	1.6943727750887897e-6	0.008395847207866366	-5.4	-2.54	106	216.29	1266.8	13.36	TRUE	82	2	32.5
TNFSF8	BS_11WY983P	1.845049813219033e-6	0.008398182286823652	-4.7	-2.01	217	20.52	82.87	18.96	TRUE	68	2	36
GPSM2	BS_KK5C8VCK	1.2813005860415598e-6	0.008398287116435445	3.89	1.58	6100	6912.45	2299.88	12.68	TRUE	46	1	25
BNIP1	BS_7G42J2SK	3.485165351646401e-6	0.00839835400515945	-5.12	-0.92	151	158.22	299.42	93.27	TRUE	131	1	68
DGKD	BS_3KASVCSQ	3.075320064766054e-7	0.008398829660594841	4.47	1.1	15571	5893.2	2754.22	33.99	TRUE	16	1	6
